20.0000	1199.0000
20.0205	1200.0000
20.0409	1161.0000
20.0614	1160.0000
20.0819	1149.0000
20.1023	1189.0000
20.1228	1155.0000
20.1432	1218.0000
20.1637	1137.0000
20.1842	1207.0000
20.2046	1210.0000
20.2251	1085.0000
20.2456	1162.0000
20.2660	1101.0000
20.2865	1148.0000
20.3069	1158.0000
20.3274	1177.0000
20.3479	1152.0000
20.3683	1113.0000
20.3888	1145.0000
20.4093	1152.0000
20.4297	1188.0000
20.4502	1175.0000
20.4706	1124.0000
20.4911	1154.0000
20.5116	1131.0000
20.5320	1103.0000
20.5525	1174.0000
20.5730	1150.0000
20.5934	1135.0000
20.6139	1197.0000
20.6343	1153.0000
20.6548	1165.0000
20.6753	1132.0000
20.6957	1124.0000
20.7162	1146.0000
20.7367	1127.0000
20.7571	1160.0000
20.7776	1148.0000
20.7980	1165.0000
20.8185	1177.0000
20.8390	1148.0000
20.8594	1117.0000
20.8799	1117.0000
20.9004	1067.0000
20.9208	1161.0000
20.9413	1099.0000
20.9617	1147.0000
20.9822	1192.0000
21.0027	1078.0000
21.0231	1167.0000
21.0436	1131.0000
21.0641	1156.0000
21.0845	1183.0000
21.1050	1097.0000
21.1254	1198.0000
21.1459	1116.0000
21.1664	1156.0000
21.1868	1140.0000
21.2073	1116.0000
21.2278	1087.0000
21.2482	1143.0000
21.2687	1137.0000
21.2891	1187.0000
21.3096	1158.0000
21.3301	1137.0000
21.3505	1140.0000
21.3710	1158.0000
21.3915	1082.0000
21.4119	1146.0000
21.4324	1149.0000
21.4528	1179.0000
21.4733	1192.0000
21.4938	1190.0000
21.5142	1131.0000
21.5347	1102.0000
21.5552	1128.0000
21.5756	1145.0000
21.5961	1117.0000
21.6166	1170.0000
21.6370	1074.0000
21.6575	1153.0000
21.6779	1125.0000
21.6984	1203.0000
21.7189	1139.0000
21.7393	1061.0000
21.7598	1052.0000
21.7803	1144.0000
21.8007	1183.0000
21.8212	1153.0000
21.8416	1182.0000
21.8621	1081.0000
21.8826	1147.0000
21.9030	1109.0000
21.9235	1061.0000
21.9440	1155.0000
21.9644	1101.0000
21.9849	1102.0000
22.0053	1109.0000
