20.0000	1178.0000
20.0205	1224.0000
20.0409	1154.0000
20.0614	1178.0000
20.0819	1177.0000
20.1023	1171.0000
20.1228	1200.0000
20.1432	1201.0000
20.1637	1233.0000
20.1842	1179.0000
20.2046	1204.0000
20.2251	1163.0000
20.2456	1194.0000
20.2660	1230.0000
20.2865	1233.0000
20.3069	1172.0000
20.3274	1252.0000
20.3479	1212.0000
20.3683	1201.0000
20.3888	1157.0000
20.4093	1183.0000
20.4297	1198.0000
20.4502	1233.0000
20.4706	1224.0000
20.4911	1219.0000
20.5116	1182.0000
20.5320	1214.0000
20.5525	1113.0000
20.5730	1207.0000
20.5934	1154.0000
20.6139	1194.0000
20.6343	1179.0000
20.6548	1206.0000
20.6753	1130.0000
20.6957	1238.0000
20.7162	1202.0000
20.7367	1205.0000
20.7571	1187.0000
20.7776	1225.0000
20.7980	1188.0000
20.8185	1181.0000
20.8390	1166.0000
20.8594	1213.0000
20.8799	1159.0000
20.9004	1109.0000
20.9208	1179.0000
20.9413	1158.0000
20.9617	1141.0000
20.9822	1190.0000
21.0027	1170.0000
21.0231	1173.0000
21.0436	1198.0000
21.0641	1164.0000
21.0845	1115.0000
21.1050	1200.0000
21.1254	1166.0000
21.1459	1191.0000
21.1664	1208.0000
21.1868	1207.0000
21.2073	1209.0000
21.2278	1267.0000
21.2482	1229.0000
21.2687	1195.0000
21.2891	1145.0000
21.3096	1167.0000
21.3301	1190.0000
21.3505	1136.0000
21.3710	1154.0000
21.3915	1164.0000
21.4119	1067.0000
21.4324	1105.0000
21.4528	1207.0000
21.4733	1206.0000
21.4938	1151.0000
21.5142	1099.0000
21.5347	1164.0000
21.5552	1189.0000
21.5756	1134.0000
21.5961	1190.0000
21.6166	1206.0000
21.6370	1184.0000
21.6575	1229.0000
21.6779	1202.0000
21.6984	1167.0000
21.7189	1175.0000
21.7393	1184.0000
21.7598	1125.0000
21.7803	1186.0000
21.8007	1103.0000
21.8212	1171.0000
21.8416	1148.0000
21.8621	1216.0000
21.8826	1208.0000
21.9030	1196.0000
21.9235	1170.0000
21.9440	1190.0000
21.9644	1087.0000
21.9849	1157.0000
22.0053	1192.0000
22.0258	1125.0000
22.0463	1198.0000
22.0667	1196.0000
22.0872	1174.0000
22.1077	1187.0000
22.1281	1184.0000
22.1486	1134.0000
22.1690	1129.0000
22.1895	1186.0000
22.2100	1204.0000
22.2304	1138.0000
22.2509	1185.0000
22.2714	1208.0000
22.2918	1155.0000
22.3123	1210.0000
22.3327	1199.0000
22.3532	1152.0000
22.3737	1171.0000
22.3941	1184.0000
22.4146	1192.0000
22.4351	1157.0000
22.4555	1226.0000
22.4760	1244.0000
22.4964	1173.0000
22.5169	1152.0000
22.5374	1211.0000
22.5578	1198.0000
22.5783	1184.0000
22.5988	1251.0000
22.6192	1157.0000
22.6397	1233.0000
22.6601	1236.0000
22.6806	1209.0000
22.7011	1266.0000
22.7215	1418.0000
22.7420	1299.0000
22.7625	1387.0000
22.7829	1445.0000
22.8034	1499.0000
22.8238	1486.0000
22.8443	1559.0000
22.8648	1593.0000
22.8852	1625.0000
22.9057	1553.0000
22.9262	1650.0000
22.9466	1538.0000
22.9671	1505.0000
22.9875	1578.0000
23.0080	1543.0000
23.0285	1440.0000
23.0489	1424.0000
23.0694	1342.0000
23.0899	1344.0000
23.1103	1371.0000
23.1308	1433.0000
23.1513	1345.0000
23.1717	1280.0000
23.1922	1313.0000
23.2126	1351.0000
23.2331	1248.0000
23.2536	1284.0000
23.2740	1192.0000
23.2945	1231.0000
23.3150	1230.0000
23.3354	1215.0000
23.3559	1258.0000
23.3763	1240.0000
23.3968	1239.0000
23.4173	1199.0000
23.4377	1161.0000
23.4582	1254.0000
23.4787	1175.0000
23.4991	1281.0000
23.5196	1163.0000
23.5400	1189.0000
23.5605	1175.0000
23.5810	1150.0000
23.6014	1159.0000
23.6219	1192.0000
23.6424	1156.0000
23.6628	1117.0000
23.6833	1260.0000
23.7037	1137.0000
23.7242	1214.0000
23.7447	1184.0000
23.7651	1160.0000
23.7856	1175.0000
23.8061	1184.0000
23.8265	1189.0000
23.8470	1165.0000
23.8674	1174.0000
23.8879	1190.0000
23.9084	1182.0000
23.9288	1189.0000
23.9493	1165.0000
23.9698	1178.0000
23.9902	1058.0000
24.0107	1153.0000
24.0311	1184.0000
24.0516	1203.0000
24.0721	1179.0000
24.0925	1217.0000
24.1130	1088.0000
24.1335	1167.0000
24.1539	1121.0000
24.1744	1209.0000
24.1948	1199.0000
24.2153	1183.0000
24.2358	1223.0000
24.2562	1198.0000
24.2767	1312.0000
24.2972	1259.0000
24.3176	1264.0000
24.3381	1241.0000
24.3585	1241.0000
24.3790	1194.0000
24.3995	1189.0000
24.4199	1186.0000
24.4404	1251.0000
24.4609	1167.0000
24.4813	1203.0000
24.5018	1246.0000
24.5222	1169.0000
24.5427	1200.0000
24.5632	1207.0000
24.5836	1110.0000
24.6041	1164.0000
24.6246	1092.0000
24.6450	1150.0000
24.6655	1139.0000
24.6860	1157.0000
24.7064	1200.0000
24.7269	1140.0000
24.7473	1169.0000
24.7678	1185.0000
24.7883	1149.0000
24.8087	1151.0000
24.8292	1121.0000
24.8497	1221.0000
24.8701	1159.0000
24.8906	1142.0000
24.9110	1112.0000
24.9315	1210.0000
24.9520	1171.0000
24.9724	1127.0000
24.9929	1109.0000
25.0134	1129.0000
25.0338	1203.0000
25.0543	1203.0000
25.0747	1099.0000
25.0952	1150.0000
25.1157	1182.0000
25.1361	1230.0000
25.1566	1253.0000
25.1771	1212.0000
25.1975	1253.0000
25.2180	1276.0000
25.2384	1269.0000
25.2589	1437.0000
25.2794	1504.0000
25.2998	1508.0000
25.3203	1559.0000
25.3408	1590.0000
25.3612	1516.0000
25.3817	1591.0000
25.4021	1508.0000
25.4226	1452.0000
25.4431	1359.0000
25.4635	1311.0000
25.4840	1252.0000
25.5045	1327.0000
25.5249	1282.0000
25.5454	1222.0000
25.5658	1184.0000
25.5863	1146.0000
25.6068	1122.0000
25.6272	1186.0000
25.6477	1223.0000
25.6682	1181.0000
25.6886	1150.0000
25.7091	1192.0000
25.7295	1165.0000
25.7500	1190.0000
25.7705	1193.0000
25.7909	1157.0000
25.8114	1178.0000
25.8319	1219.0000
25.8523	1247.0000
25.8728	1269.0000
25.8932	1261.0000
25.9137	1317.0000
25.9342	1311.0000
25.9546	1322.0000
25.9751	1367.0000
25.9956	1383.0000
26.0160	1293.0000
26.0365	1287.0000
26.0569	1304.0000
26.0774	1238.0000
26.0979	1260.0000
26.1183	1201.0000
26.1388	1155.0000
26.1593	1208.0000
26.1797	1195.0000
26.2002	1177.0000
26.2207	1136.0000
26.2411	1170.0000
26.2616	1114.0000
26.2820	1128.0000
26.3025	1106.0000
26.3230	1212.0000
26.3434	1162.0000
26.3639	1163.0000
26.3844	1241.0000
26.4048	1191.0000
26.4253	1155.0000
26.4457	1196.0000
26.4662	1121.0000
26.4867	1050.0000
26.5071	1172.0000
26.5276	1173.0000
26.5481	1221.0000
26.5685	1207.0000
26.5890	1144.0000
26.6094	1145.0000
26.6299	1094.0000
26.6504	1137.0000
26.6708	1141.0000
26.6913	1101.0000
26.7118	1184.0000
26.7322	1139.0000
26.7527	1048.0000
26.7731	1081.0000
26.7936	1135.0000
26.8141	1151.0000
26.8345	1138.0000
26.8550	1074.0000
26.8755	1121.0000
26.8959	1191.0000
26.9164	1131.0000
26.9368	1153.0000
26.9573	1088.0000
26.9778	1124.0000
26.9982	1107.0000
27.0187	1199.0000
27.0392	1150.0000
27.0596	1151.0000
27.0801	1126.0000
27.1005	1174.0000
27.1210	1125.0000
27.1415	1143.0000
27.1619	1155.0000
